latitude_origin,longitude_origin,latitude_destination,longitude_destination,timestamp,hour_of_day,day_of_week
1.3807767,103.7725418,1.3182777,103.8342163,1555379956,1,1
1.4004084,103.7486217,1.304338,103.8413921,1555850417,12,6
1.30638279822245,103.8830125395241,1.348451357024382,103.7118113245328,1555591312,12,3
1.3452911,103.7090094,1.2853755,103.6237426,1555808523,1,6
1.3704289112180537,103.94874437560163,1.415574342174442,103.79958927000371,1555210413,2,6
1.3922913,103.7448491,1.3042246,103.7717843,1554944312,0,3
1.3220491507936019,103.90516373955306,1.363657859405745,103.77978134024077,1555500761,11,2
1.3192683732979222,103.84983789276419,1.3326343167470156,103.95463074624668,1555131123,4,5
1.4352259,103.802175,1.2713825,103.8270478,1555824246,5,6
1.36386,103.7701717,1.39788,103.8553467,1555217867,4,6
1.3447158719509995,103.93852585814528,1.4447668516568382,103.77692505508188,1555579000,9,3
1.3635639,103.9641355,1.3021863,103.9040996,1554946564,1,3
1.3763512,103.8801368,1.3192096,103.851347,1555409203,10,1
1.2896910286704941,103.79233374738237,1.3703333217345632,103.86365848932789,1555415680,11,1
1.3044537,103.8512559,1.4290943,103.7789637,1554796064,7,1
1.2879815,103.8051931,1.2655591,103.6144537,1555841614,10,6
1.275733173754551,103.82300592601493,1.3818246057831753,103.74997960590251,1555730195,3,5
1.3342874,103.8513065,1.3950163,103.8942962,1555497804,10,2
1.3336776065004525,103.9535402565464,1.3204394653927642,103.87550315701135,1554977224,10,3
1.3531525,103.8502046,1.3149948,103.8597695,1554868278,3,2
1.3514328,103.7121498,1.3885157,103.86836,1555727687,2,5
1.4342546,103.7883793,1.3136692,103.8598555,1555730920,3,5
1.3402857958475538,103.71617728623725,1.2530279045600137,103.8213121463261,1555753623,9,5
1.4042964449541289,103.89713153582434,1.328284652132772,103.7084894659517,1555724722,1,5
1.3392398,103.9485216,1.272712,103.8487991,1554685411,1,0
1.3484499117533593,103.98488361536565,1.2809645540602816,103.81653984507851,1555494283,9,2
1.3089863930058192,103.86467581737179,1.31139275099579,103.8748504783878,1555571719,7,3
1.3415522,103.749389,1.4319856,103.78707,1554726750,12,0
1.3059795617334657,103.79444817790915,1.3559838693035886,103.88048390369777,1554814733,12,1
1.3083778259590628,103.78984166102427,1.3612692014565702,103.84072020804551,1554798230,8,1
1.3745946115358565,103.85930861351449,1.3127059477783414,103.79863070758225,1554880547,7,2
1.2702107812357248,103.85897191230511,1.3459260568629199,103.70286880538114,1554752628,19,0
1.341980993321475,103.69347841433503,1.2705079165250184,103.85826148839553,1555128498,4,5
1.2814368083370034,103.80217229011055,1.3491341935198087,103.75953164370158,1554883865,8,2
1.3471324,103.7048414,1.3277979,103.9401118,1555662407,8,4
1.325503,103.8135046,1.3759794,103.9032874,1555583024,10,3
1.2986601285417647,103.83033656585033,1.3223502725125813,103.6750534272322,1554961739,5,3
1.3187183,103.93223,1.4156383,103.9017517,1555808387,0,6
1.3959648942864662,103.74736030144551,1.3007583652564876,103.84056722732923,1555836963,8,6
1.3291233,103.8685347,1.4394738,103.8027122,1554813014,12,1
1.3429388,103.8699985,1.3713833,103.8708653,1555725485,1,5
1.311407,103.8753282,1.3356961,103.7837312,1555137771,6,5
1.3716614,103.8698297,1.3359512,103.7352906,1555586313,11,3
1.3548026350504665,103.9668184317516,1.3101911071156855,103.88109091079953,1555374457,0,1
1.3411337654716888,103.98181806993605,1.3763927550888087,103.7733072078974,1555447018,20,1
1.3538430273612878,103.69951084323777,1.3301094660245665,103.88953620529072,1555824864,5,6
1.4348532,103.7884516,1.3211096,103.8747772,1555644956,3,4
1.349814497619531,103.73816545153153,1.3404315184686206,103.98126842891337,1555707258,20,4
1.3126037990037416,103.79234309098672,1.3535306040751265,103.9550520064833,1555605050,16,3
1.2835989,103.8361105,1.3578136,103.9301762,1554985716,12,3
1.3241292059817609,103.81350265014247,1.3391099893353717,103.94908385461885,1555377034,1,1
1.3457129600223194,103.8776402465484,1.3173105291680554,103.9222592665598,1555371204,23,0
1.3899376793774287,103.74593671699412,1.395149626592321,103.87218372286183,1555128537,4,5
1.4261978446922774,103.82633226305204,1.3452641047779346,103.70641794715772,1555582268,10,3
1.3157944470525373,103.85892722777386,1.4467888064001386,103.82753637307695,1555660451,7,4
1.4083780131599122,103.75240052040792,1.383441672943595,103.91650487908393,1554978239,10,3
1.3490311,103.9561798,1.3900725,103.7732319,1555542935,23,2
1.3605586,103.9638518,1.2941703,103.8656937,1555307949,5,0
1.3939792,103.9074621,1.3358069,103.7598147,1555743755,7,5
1.336870982356727,103.97991088908482,1.3567071123694456,103.85744884439406,1555233547,9,6
1.347484878752228,103.94456941501883,1.3707341268455777,103.8647896566138,1555092795,18,4
1.3665383,103.83594,1.3264967,103.9051466,1555468420,2,2
1.3464636,103.7252482,1.2782406,103.8284663,1555128639,4,5
1.340950862353049,103.70386019779386,1.3185967748069816,103.875172915931,1555813441,2,6
1.3364484110490442,103.74759503422254,1.443208699382791,103.81152278966228,1554982983,11,3
1.3943873298855944,103.75380789456025,1.3325812251254139,103.9198516106323,1554898485,12,2
1.2932317,103.8562178,1.3362572,103.709294,1555834301,8,6
1.4380348,103.8085275,1.3148767,103.7608677,1554702393,5,0
1.2826489787967417,103.85120938972545,1.3491669685240633,103.98502785448436,1554704118,6,0
1.3964375,103.917603,1.3548831,103.891802,1555374985,0,1
1.3425866320586382,103.76099320333374,1.3493144186863864,103.94902813965204,1555662208,8,4
1.2926578,103.8333293,1.3452076,103.9832882,1555417924,12,1
1.3409239,103.7718456,1.2673554,103.8261747,1555211149,3,6
1.3285331,103.8043202,1.3067534,103.8488331,1555066659,10,4
1.3833505,103.8982766,1.3028477127352338,103.85226890722869,1555227160,7,6
1.299013,103.8413137,1.4184437,103.8338179,1554964464,6,3
1.3768322,103.7546975,1.3432424,103.8681958,1555222203,6,6
1.3422676802229372,103.7779418360128,1.3287874040220506,103.92664321753222,1554703517,6,0
1.3075091922911828,103.84075856451675,1.340184471716419,103.94817739859243,1554794563,7,1
1.3351188,103.926277,1.4265303,103.7705027,1554820407,14,1
1.3393007,103.7530519,1.3280102,103.9103695,1555354207,18,0
1.2782638526755608,103.82326779975682,1.3345747953293234,103.69639456281783,1554944947,1,3
1.3292083,103.9244139,1.3398918,103.7514195,1554779993,3,1
1.3397008,103.9812284,1.3243039,103.8721756,1555171294,16,5
1.3320951521539601,103.97692853472552,1.2841435675363675,103.80075367049909,1555496992,10,2
1.4012617636507674,103.88132653515684,1.3192807317925554,103.85192486168377,1554957549,4,3
1.3862869,103.7719629,1.3018409,103.8296533,1555234139,9,6
1.4134628350010343,103.84054484417814,1.2836499146091276,103.80590127110358,1555193520,22,5
1.3137213,103.8604241,1.322294,103.6637238,1555888430,23,6
1.3448704,103.9408791,1.2949204,103.8768371,1555409159,10,1
1.3691202207800552,103.95702571223771,1.34507162251262,103.73940301254946,1555857400,14,6
1.307761177104627,103.84704503881407,1.3932118933317625,103.77404643808343,1554715391,9,0
1.4328107424080372,103.77276836894453,1.285967887379229,103.82520195096731,1555636602,1,4
1.3712718,103.9701262,1.3060636,103.8386049,1554885867,8,2
1.3696708,103.7478235,1.3441862,103.8015468,1555460907,0,2
1.3939815,103.9015856,1.3665833,103.7798285,1554708674,7,0
1.3489210696116594,103.71457811988155,1.3520836822070423,103.95488067917574,1555846151,11,6
1.3142447,103.8457122,1.3575753,103.9554307,1555606851,17,3
1.3142762,103.8262826,1.3282217,103.6794383,1554864866,2,2
1.337505730596827,103.69933539943834,1.326634031721695,103.82682871083153,1555469896,2,2
1.2956801,103.8735968,1.4463308,103.8068336,1555792056,20,5
1.4587888,103.8235299,1.3750478,103.933569,1554969248,7,3
1.318065,103.8082083,1.4495783,103.814335,1554993955,14,3
1.3734269,103.7476949,1.3298606,103.8590128,1555128593,4,5
1.3800531783983863,103.73123878116537,1.3680472096667455,103.87579443827316,1555580772,9,3
1.3120257371604416,103.8555306940468,1.4407636134632187,103.80664880650993,1555773992,15,5
1.3129243,103.8744883,1.3110319,103.7348106,1554857631,0,2
1.4024967,103.7438417,1.3440051,103.7364684,1555373329,0,1
1.3036093928298753,103.85302395209825,1.380741877057306,103.76368331338988,1554902196,13,2
1.3082874,103.7714627,1.3018135,103.8430973,1555288328,0,0
1.3209894108938054,103.77076536400233,1.3794438980445085,103.88475621132542,1555654072,6,4
1.326543,103.8438815,1.4395167,103.7710293,1555636494,1,4
1.2983583,103.8474524,1.3801298,103.8398896,1555314483,7,0
1.4348724234230792,103.82621896698225,1.34399161940742,103.69186783183028,1555260054,16,6
1.3606475116992953,103.94424264014647,1.3930406235171418,103.82350503476692,1555294599,2,0
1.2834369,103.8362593,1.3484817,103.7704774,1555420203,13,1
1.3197026060763095,103.77305900403678,1.3515742829307116,103.85737138142844,1555466654,2,2
1.3703212795071629,103.77870358808435,1.3390172422789455,103.98067709217348,1555626070,22,3
1.4302565,103.8356133,1.3091636,103.8337291,1555579900,9,3
1.3409914534507168,103.98170067965857,1.2792666743644194,103.82366428184764,1555157255,12,5
1.2912093,103.8550486,1.4157923,103.8452482,1555353406,18,0
1.3411421,103.743507,1.2920524,103.7886065,1555465730,1,2
1.3344587,103.8921527,1.3785989,103.7724415,1554968374,7,3
1.426984390947195,103.85553717559297,1.3797391877662895,103.92065993982116,1554682726,0,0
1.3009800867955377,103.80013131412532,1.3951885281143666,103.91698362315438,1555330547,12,0
1.3524895,103.9865124,1.385012,103.7462291,1555762267,12,5
1.3486606271310886,103.9850100149968,1.2824772248652223,103.81412809557838,1554993619,14,3
1.2763505956367898,103.80221684158688,1.3428854688707206,103.86941700869504,1554974834,9,3
1.3528475773928013,103.96504152361811,1.3034960019974438,103.84065814466064,1555286911,0,0
1.4104572,103.763751,1.3115117,103.8750173,1555515037,15,2
1.3011304,103.8498717,1.3805013,103.7723884,1554729037,13,0
1.4118395,103.8353827,1.3390108,103.7165842,1555244231,12,6
1.4100343,103.8298275,1.3324058,103.7208732,1555885966,22,6
1.3399531188041007,103.69497816349902,1.2837400103623715,103.80747829002861,1555045195,4,4
1.4229401108723632,103.83121366300509,1.3497983780568132,103.73828567654942,1555806199,0,6
1.3453409642230447,103.7752565944333,1.3429294661475464,103.94853482079031,1554988608,13,3
1.3408078,103.6943837,1.2757811,103.8585035,1555824063,5,6
1.351116192318953,103.96852631893356,1.2945207497234525,103.86751661162106,1554713970,8,0
1.3349252,103.6944931,1.2831342,103.835188,1555033819,1,4
1.3030086,103.853789,1.4146685,103.7433073,1555586232,11,3
1.2898736,103.8065886,1.320798,103.8752954,1554880911,7,2
1.2797119417428764,103.82914391147139,1.4448329949356638,103.81174978967977,1555833723,8,6
1.3877357,103.7694897,1.3171116,103.8941551,1555594138,13,3
1.34720673,103.98433582,1.34722148,103.72608926,1555578469,9,3
1.284816899634805,103.78007349223166,1.3331780081395461,103.97740349169143,1554689327,2,0
1.3699915567301058,103.76409939011033,1.3099339321283554,103.83347999622636,1554793280,7,1
1.4379347,103.7825537,1.286173,103.8094494,1555839465,9,6
1.3226720430196415,103.81305439601778,1.3256993476563508,103.90421136853888,1554891309,10,2
1.4313849,103.7696146,1.3276817,103.6962427,1555878959,20,6
1.369397,103.8758748,1.3389199,103.7794537,1555027842,0,4
1.3366244699376473,103.74745083160713,1.3637157571391594,103.90550585005282,1555141936,7,5
1.3333074067523942,103.79148490549173,1.2829134644251152,103.86121108374695,1554794723,7,1
1.439546864596371,103.78846718855472,1.378470661190246,103.92382097526388,1555369609,23,0
1.2870871628446998,103.84647594511227,1.4550901847017501,103.79705993757551,1555571153,7,3
1.3076835906089381,103.85329535812704,1.3195480126899848,103.9679358714297,1555462786,0,2
1.4296531,103.773635,1.2952169,103.8531659,1555725475,1,5
1.3185369,103.8803107,1.2782713,103.8171997,1555494651,9,2
1.4358199960612636,103.79593659552559,1.3360099193141253,103.8622461408162,1555129984,4,5
1.4406406760154562,103.77104872692432,1.359172158807903,103.86454394111293,1555728113,2,5
1.3796122182646582,103.76101882702564,1.3440783590564052,103.98271028233442,1555801339,23,5
1.3399832929942095,103.95092915034523,1.2999490380017047,103.82474385495733,1555031869,1,4
1.326355,103.7457765,1.273202,103.8617228,1555583081,10,3
1.2805797609510314,103.84965304609564,1.338993560637581,103.97486934715957,1554792127,6,1
1.419439,103.8344507,1.3286482,103.867982,1555165710,14,5
1.427759323163343,103.79765227181463,1.3603084896976545,103.94343858611388,1555213606,3,6
1.3135279119872831,103.83966184879947,1.3477982560239938,103.94206017782042,1554946211,1,3
1.432765956698036,103.80300691057126,1.3223846684125315,103.84540777836712,1555109683,22,4
1.3447189538558904,103.9384360048315,1.286737791123164,103.84490531704074,1555045048,4,4
1.3251929,103.8660197,1.3472032,103.9841769,1555753102,9,5
1.3092735,103.8337471,1.3517168,103.9865737,1555824692,5,6
1.3830201,103.9037269,1.297137,103.8001772,1554888585,9,2
1.4454761,103.8080137,1.3752597,103.9536772,1555642191,2,4
1.4418241,103.7952784,1.347983,103.9845373,1555834777,8,6
1.3779411845695173,103.75714243611516,1.326098400628264,103.83168832065843,1555028433,0,4
1.346294,103.9839924,1.4345359,103.8324956,1555763779,12,5
1.323107397338612,103.97837770051426,1.361992308965564,103.7664552086885,1555828941,6,6
1.4132649051473873,103.83910677868558,1.3488128456530573,103.79060574805648,1555062266,9,4
1.4325622,103.840322,1.268281,103.8255494,1555884666,22,6
1.3078633,103.8331445,1.3225819,103.8910957,1555049440,6,4
1.3006606,103.8010315,1.348275,103.9846727,1555572178,7,3
1.3147848419393102,103.79034057631434,1.3218162842636094,103.97856665237185,1555638315,1,4
1.329420418379429,103.85855612999237,1.362563723563595,103.70768159384657,1555198419,23,5
1.3456046976636882,103.9837274247787,1.3363108894412083,103.75998734408277,1555602587,15,3
1.43350593228112,103.84029106796572,1.344405437232046,103.87664807213524,1555305749,5,0
1.3926649,103.9085792,1.3323539,103.7474847,1555814934,2,6
1.3537682178253005,103.71498447384398,1.3439777651405045,103.84980015341834,1555236034,10,6
1.3400340671040072,103.69476946807661,1.333875232832499,103.81398967819237,1555326267,11,0
1.3026702771553202,103.8540546760996,1.4245969141665038,103.79152544999893,1555167400,14,5
1.3794769,103.7686068,1.3222259,103.8404963,1554885384,8,2
1.3590287370275287,103.78178005799114,1.3204309742683882,103.98051156342247,1554935492,22,2
1.4299147263118206,103.76946910889079,1.3648904150292351,103.95560843602775,1555474821,4,2
1.2885475,103.821934,1.370947,103.7664979,1555166950,14,5
1.3892830778488987,103.75208950952879,1.3261170525845918,103.87090259542444,1554779875,3,1
1.3855065,103.77276,1.3109555,103.8434402,1555211951,3,6
1.3219099988868743,103.71990490234106,1.2959482161514024,103.89421416269916,1555398155,7,1
1.4306053,103.7692172,1.3532967,103.744929,1555857670,14,6
1.3214243,103.8913806,1.385929,103.858319,1555132687,5,5
1.3122754915602144,103.76803214028186,1.288633542136558,103.84151975633934,1555291811,1,0
1.301569,103.8188086,1.3312243,103.9168572,1555395091,6,1
1.3220037,103.7047918,1.3621,103.8872449,1555082142,15,4
1.2964737,103.8614255,1.3399957,103.7085219,1555152536,10,5
1.3193914,103.9282696,1.3046289,103.8017015,1554771155,0,1
1.3298119270356168,103.92652104166048,1.3234189291013736,103.76435396172062,1555771875,14,5
1.3162903,103.9332847,1.3950948,103.9169937,1555233022,9,6
1.3480479382132364,103.98477785834986,1.3423957815406307,103.78187421718964,1555855836,14,6
1.3706214528853602,103.77517434873728,1.329955573993579,103.8590327403108,1554855739,0,2
1.4443073,103.8029564,1.2951693,103.8732961,1555735781,4,5
1.3060258886342984,103.90980419693807,1.3904587701075364,103.84550223725124,1555147177,9,5
1.2894649,103.841874,1.3889392,103.7458042,1555847144,11,6
1.3280672,103.9202112,1.3804825,103.9039511,1555512175,14,2
1.2837674,103.824839,1.3458322,103.9836107,1555125759,3,5
1.3032384,103.8536333,1.4298474,103.7693043,1554956831,4,3
1.3003383,103.841885,1.3332017,103.9774933,1555403854,8,1
1.3939618,103.9017994,1.4142302,103.7946304,1555722019,1,5
1.3315637859300733,103.85371832749523,1.429115099066058,103.77650862869034,1554733797,14,0
1.3563571,103.9293582,1.2994117,103.830359,1555225914,7,6
1.3277408,103.8939716,1.3958496,103.8405806,1555464858,1,2
1.4347761,103.8021433,1.3866307,103.9999111,1555805552,0,6
1.3295700570280622,103.85121510352263,1.3532732474450997,103.98718140152538,1555589540,12,3
1.3693014,103.952158,1.3556382,103.8571394,1554762109,22,0
1.4384728018194437,103.83282889612019,1.337139238603413,103.74761193059385,1555830591,7,6
1.3621413,103.8389374,1.3142658,103.86021,1554685042,0,0
1.3328114,103.8754531,1.3894029,103.7503776,1555132052,5,5
1.3316396,103.9350269,1.3768376,103.7767185,1555047724,5,4
1.3497825486277755,103.98588432717922,1.3216395054698122,103.80627029916748,1555574985,8,3
1.353201270104715,103.69625877598645,1.3329665179407457,103.81588068398253,1554714502,9,0
1.4503559466158367,103.82132107315597,1.3450300016357406,103.73883822348228,1555675096,11,4
1.3113587157511253,103.84238053471331,1.4322610283165673,103.77244337456735,1555505482,12,2
1.4243465643798408,103.82562208058818,1.3088893435795146,103.86397355650986,1554875292,5,2
1.43300828764443,103.8025290125021,1.360039956066488,103.8320363228259,1555059766,9,4
1.3083798,103.8639367,1.3471713,103.705324,1555687165,15,4
1.3547897503068007,103.84689323793832,1.348111222342318,103.95463207049025,1554989868,13,3
1.3401435222489202,103.74794100420898,1.4164498675535657,103.82375932436418,1555420306,13,1
1.3363458,103.7459834,1.411947,103.8347706,1555031163,1,4
1.3810749,103.7642389,1.3934546,103.818834,1554873085,5,2
1.3524109,103.7478983,1.3400399,103.9811524,1555627584,22,3
1.3800369,103.7452952,1.4037148,103.8948069,1555665396,9,4
1.3123060102506683,103.85652477776233,1.3627624651429828,103.77999650324115,1554725466,12,0
1.353241160932564,103.8406372856454,1.34461556614289,103.72590021755686,1555212623,3,6
1.303289748126637,103.9105454424062,1.419033533894847,103.771229870714,1554900744,12,2
1.2923366273134473,103.84956760915503,1.3364057442453308,103.70618035477484,1555772624,15,5
1.3024898,103.8541614,1.4437401,103.8343392,1555241571,11,6
1.4329169,103.840669,1.3304702,103.8631083,1555226557,7,6
1.4333159,103.8405477,1.3362681,103.9587976,1554947081,1,3
1.3026309,103.8411748,1.4430378,103.8332088,1554820288,14,1
1.3481764406232404,103.94612333528508,1.2927305276742236,103.79861893297652,1555280001,22,6
1.3157213,103.8951456,1.3274291,103.7521787,1555572064,7,3
1.3084909532268596,103.87759372711024,1.3327295617933737,103.7698542302563,1555228178,7,6
1.2788239003232125,103.83855696102493,1.3959459857253207,103.84075971909208,1555409948,10,1
1.3372439,103.9789761,1.3251127,103.813497,1555747773,8,5
1.3594184,103.9308108,1.3281185,103.862075,1554768697,0,1
1.3913143,103.857372,1.2878843,103.8041159,1554948594,2,3
1.4427117,103.8013486,1.3253777,103.6654686,1554868261,3,2
1.4209156,103.8349407,1.3604592,103.9610508,1554995854,15,3
1.2855766,103.8253039,1.3461279,103.7158817,1555118894,1,5
1.3175510242593638,103.75773877846427,1.3741540305371605,103.86844924235932,1555573570,7,3
1.3887045,103.8375821,1.4185052,103.8332587,1555165773,14,5
1.4297737565377011,103.76953198381068,1.3651387408492837,103.95497746475151,1555882051,21,6
1.4206183,103.824879,1.2528507,103.8215723,1555731989,3,5
1.3381976819897556,103.94953623405195,1.348531865657641,103.79666444667838,1555489826,8,2
1.3959055,103.8944044,1.3461197,103.6909905,1555639971,2,4
1.3022853,103.8328035,1.3632262,103.7796394,1554883979,8,2
1.3313031308528986,103.95745777584465,1.2886787344187955,103.8182415254429,1555406464,9,1
1.2935994,103.8428937,1.3162089,103.9612547,1554722302,11,0
1.3423436,103.7776183,1.285584,103.8470169,1554949362,2,3
1.3317770907188704,103.7467683167647,1.2763253189559962,103.85766576377816,1555584756,10,3
1.3186827388635998,103.76319149270248,1.3036111597574715,103.77254087813235,1555704642,20,4
